id,type,room,start,end,language,zh,en,speakers,tags,co_write,qa,slide,record,uri,year
ZTEXGN,uheyar,RB102,2024-08-04 10:40:00,2024-08-04 11:10:00,Chinese,"{'title': 'Let’s Talk About  LOVE  to/with Gemini', 'description': '科技始終來自於人性，近年來 Generative AI 推出的相關應用，不僅僅是日常生活的層次，也會顧慮到人類在情感上需求。Google 在今年的 Cloud Next ’24. 以及 I/O 大會上，不僅發表 Gemini 1.5 Pro，並結合 Google Cloud Platform 上的相關功能，推出不少現成好用的 Samples。\r\n\r\n這次的分享會著重在 Vertex AI 的部分（相信大家對於 Google AI Studio 應該都很熟XD），透過實際的例子，了解如何從設定 Vertex AI Studio 開始，進一步搭配相關的 GCP 服務（例如：Vertex AI for Firebase），不僅快速上手 Gemini, 也讓 Gemini 的回答，看起來「揪感心」。'}","{'title': 'Let’s Talk About  LOVE  to/with Gemini', 'description': 'Vertex AI Studio\r\nVertex AI for Firebase'}",['JBDWGM'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SkG6ozOKC,,,,https://coscup.org/2024/session/ZTEXGN,2024
XPMEGT,2vtkgk,TR611,2024-08-04 13:30:00,2024-08-04 14:00:00,English,"{'title': 'Designing Linux-capable systems-on-chip using open-source EDA tools', 'description': 'For the past few years, open source hardware has gained momentum and open\r\nsource hardware IPs, mainly based on RTL descriptions have found widespread use not only in\r\nacademia, but in industry as well. With the advent of openly available process design kits\r\n(PDKs), and improved productivity of open source EDA tools, it is now possible to design not only\r\nsimple designs, but much complex systems-on-chip (SoCs) using an end-to-end open design flow as\r\nwell as publish the physical design and implementation scripts.\r\nIn this session, you will learn how to design a digital chip step by step using only open-source\r\nsoftware. You will be guided through the entire process of designing a small microcontroller on your\r\nown PC. We also present our larger Linux-capable SoC, outlining design challenges at this scale and\r\nhow we solved them. Finally, we discuss which additional improvements will be needed for\r\nopen-source EDA tools to tackle even larger designs.'}","{'title': 'Designing Linux-capable systems-on-chip using open-source EDA tools', 'description': 'For the past few years, open source hardware has gained momentum and open\r\nsource hardware IPs, mainly based on RTL descriptions have found widespread use not only in\r\nacademia, but in industry as well. With the advent of openly available process design kits\r\n(PDKs), and improved productivity of open source EDA tools, it is now possible to design not only\r\nsimple designs, but much complex systems-on-chip (SoCs) using an end-to-end open design flow as\r\nwell as publish the physical design and implementation scripts.\r\nIn this session, you will learn how to design a digital chip step by step using only open-source\r\nsoftware. You will be guided through the entire process of designing a small microcontroller on your\r\nown PC. We also present our larger Linux-capable SoC, outlining design challenges at this scale and\r\nhow we solved them. Finally, we discuss which additional improvements will be needed for\r\nopen-source EDA tools to tackle even larger designs.'}",['8YNFXC'],"['en', 'Professional']",https://hackmd.io/@coscup/HycedfOF0,,,,https://coscup.org/2024/session/XPMEGT,2024
PLGNJV,mq7dnh,TR513,2024-08-04 13:00:00,2024-08-04 13:30:00,Chinese,"{'title': 'Relationship between Kubernetes and O-RAN', 'description': ""This session dives into why Kubernetes is essential for O-RAN. We'll start by unpacking the concepts of O-RAN and O-Cloud, then explore how Kubernetes deploys and manages O-RAN components, and finally introduce the design of the related project Nephio. Through this session, you'll gain a clear understanding of the relationship between Kubernetes and O-RAN.\r\n\r\n本議程將探討O-RAN為何需要Kubernetes，首先會介紹O-RAN和O-Cloud的概念，然後講解Kubernetes是如何部署和管理O-RAN元件，最後會介紹相關專案Nephio的設計。透過這次分享，期望讓聽眾對Kubernetes與O-RAN之間的關係有更深入的了解。""}","{'title': 'Relationship between Kubernetes and O-RAN', 'description': ""This session dives into why Kubernetes is essential for O-RAN. We'll start by unpacking the concepts of O-RAN and O-Cloud, then explore how Kubernetes deploys and manages O-RAN components, and finally introduce the design of the related project Nephio. Through this session, you'll gain a clear understanding of the relationship between Kubernetes and O-RAN.\r\n\r\n本議程將探討O-RAN為何需要Kubernetes，首先會介紹O-RAN和O-Cloud的概念，然後講解Kubernetes是如何部署和管理O-RAN元件，最後會介紹相關專案Nephio的設計。透過這次分享，期望讓聽眾對Kubernetes與O-RAN之間的關係有更深入的了解。""}",['QJCEQH'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/ryqoef_FR,,,,https://coscup.org/2024/session/PLGNJV,2024
YANWW7,rp810f,TR614,2024-08-03 10:10:00,2024-08-03 10:40:00,Chinese,"{'title': '如何實作一個 GPT 客服 LINE Bot', 'description': '在這個議程中，我會說明如何在 Rails 串接 GPT 實作一個可持續對話的客服系統，會有實際的 LINE Bot Demo。\r\n\r\n在這個議程中，你可以學到：\r\n\r\n- 串接 GPT\r\n- 讓 GPT 使用工具\r\n- 讓 GPT 可持續對話\r\n- 開發 GPT 相關功能時的注意事項'}","{'title': 'How to Implement a GPT Customer Service LINE Bot', 'description': 'In this session, I will show how to add GPT to a Rails app. We will make a customer service system. This system can keep talking with users. We will use a LINE Bot for a demo.\r\n\r\nHere is what you will learn:\r\n\r\n- How to connect GPT to Rails.\r\n- How to allow GPT to use different tools.\r\n- How to keep conversations going with GPT.\r\n- What to consider when building with GPT.'}",['HE8GKD'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/rJywnGOYC,,,,https://coscup.org/2024/session/YANWW7,2024
8KZXWT,02bf7j,TR413-1,2024-08-03 12:00:00,2024-08-03 12:30:00,Chinese,"{'title': 'FOSDEM experience seen in CRA', 'description': 'FOSDEM experience seen in CRA'}","{'title': 'FOSDEM experience seen in CRA', 'description': 'This is a short and relaxed sharing based on personal observation. The speaker will describe what he has learned about the CRA Act in several workshops at FOSDEM.'}",['ABVVXR'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/BJLmpz_FR,,,,https://coscup.org/2024/session/8KZXWT,2024
CKQC9P,dfqj0g,TR412-2,2024-08-03 13:40:00,2024-08-03 14:10:00,Chinese,"{'title': 'Towards a Robust FreeBSD-based Cloud: Porting OpenStack Components', 'description': 'This proposal presents a pioneering initiative to integrate OpenStack, an open-source cloud computing platform, with FreeBSD, a robust Unix-like operating system. Traditionally, OpenStack has been closely associated with Linux-based environments, leveraging specific Linux features and technologies. This integration aims to expand OpenStack’s applicability by harnessing FreeBSD’s advanced networking, security, and efficient resource management capabilities.\r\n\r\nThe project scope involves adapting OpenStack’s key components to function seamlessly within FreeBSD’s system architecture, focusing on virtualization with bhyve and FreeBSD’s unique networking stack. A Proof of Concept (PoC) has been successfully developed, demonstrating the viability of this integration and laying a foundation for further development.\r\n\r\nWe address several critical challenges in this integration process, including adapting libvirt for bhyve, managing VLANs, modifying Open vSwitch for FreeBSD, ensuring efficient DHCP services, and aligning FreeBSD’s network namespace and firewall functionalities with OpenStack’s requirements. The project also tackles the adaptation of OpenStack’s oslo.privsep library to FreeBSD’s privilege model and addresses the complexities of nested virtualization and VM console access within FreeBSD.\r\n\r\nFuture work involves expanding the integration to more OpenStack components, enhancing system performance, and fostering collaboration within the FreeBSD and OpenStack communities. This integration represents a significant advancement in cloud computing, offering a versatile platform that combines the strengths of both OpenStack and FreeBSD. The project invites collaboration and contribution from the community to overcome the challenges and fully realize the potential of this innovative integration.'}","{'title': 'Towards a Robust FreeBSD-based Cloud: Porting OpenStack Components', 'description': 'This proposal presents a pioneering initiative to integrate OpenStack, an open-source cloud computing platform, with FreeBSD, a robust Unix-like operating system. Traditionally, OpenStack has been closely associated with Linux-based environments, leveraging specific Linux features and technologies. This integration aims to expand OpenStack’s applicability by harnessing FreeBSD’s advanced networking, security, and efficient resource management capabilities.\r\n\r\nThe project scope involves adapting OpenStack’s key components to function seamlessly within FreeBSD’s system architecture, focusing on virtualization with bhyve and FreeBSD’s unique networking stack. A Proof of Concept (PoC) has been successfully developed, demonstrating the viability of this integration and laying a foundation for further development.\r\n\r\nWe address several critical challenges in this integration process, including adapting libvirt for bhyve, managing VLANs, modifying Open vSwitch for FreeBSD, ensuring efficient DHCP services, and aligning FreeBSD’s network namespace and firewall functionalities with OpenStack’s requirements. The project also tackles the adaptation of OpenStack’s oslo.privsep library to FreeBSD’s privilege model and addresses the complexities of nested virtualization and VM console access within FreeBSD.\r\n\r\nFuture work involves expanding the integration to more OpenStack components, enhancing system performance, and fostering collaboration within the FreeBSD and OpenStack communities. This integration represents a significant advancement in cloud computing, offering a versatile platform that combines the strengths of both OpenStack and FreeBSD. The project invites collaboration and contribution from the community to overcome the challenges and fully realize the potential of this innovative integration.'}",['TTDMJS'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/HJ7HRfdKR,,,,https://coscup.org/2024/session/CKQC9P,2024
BLBXLX,o3xpox,TR411,2024-08-03 11:10:00,2024-08-03 11:40:00,Chinese,"{'title': 'CPU scheduler extension with eBPF', 'description': 'Use eBPF to implement extension of CPU scheduler such that we can introduce different kinds of custom scheduling policies into the kernel without modifying the kernel code or loading kernel modules.'}","{'title': 'CPU scheduler extension with eBPF', 'description': 'Use eBPF to implement extension of CPU scheduler such that we can introduce different kinds of custom scheduling policies into the kernel without modifying the kernel code or loading kernel modules.'}",['DXCG3B'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/H1hu0Z_tC,,,,https://coscup.org/2024/session/BLBXLX,2024
DJYCNV,7ls5vm,TR610,2024-08-03 11:30:00,2024-08-03 12:00:00,English,"{'title': 'WebAssembly Plugins to Extend Proxies', 'description': 'WebAssembly (Wasm) has found its way outside the browser and has been widely adopted on the server side as in browsers with the development of WebAssembly System Interface (WASI).\r\n\r\nAPI gateways support plugins compiled to Wasm from languages like Rust and Go, which extends the capability of their underlying proxies like Nginx or Envoy.\r\n\r\nBut how do these API gateways support these Wasm plugins? Do they have limitations? What will they look like in the future? In this “under the hood” talk, I will attempt to answer these questions and more.'}","{'title': 'WebAssembly Plugins to Extend Proxies', 'description': 'WebAssembly (Wasm) has found its way outside the browser and has been widely adopted on the server side as in browsers with the development of WebAssembly System Interface (WASI).\r\n\r\nAPI gateways support plugins compiled to Wasm from languages like Rust and Go, which extends the capability of their underlying proxies like Nginx or Envoy.\r\n\r\nBut how do these API gateways support these Wasm plugins? Do they have limitations? What will they look like in the future? In this “under the hood” talk, I will attempt to answer these questions and more.'}",['UYXSHK'],"['en', 'Elementary']",https://hackmd.io/@coscup/rJsHJXdKA,,,,https://coscup.org/2024/session/DJYCNV,2024
8ME9JC,uheyar,RB102,2024-08-04 11:20:00,2024-08-04 12:00:00,Chinese,"{'title': '如何為公共場域的AI客服聊天機器人建構知識宇宙？', 'description': '我們都知道Google有Gemini多模態大語言模型，我們也都知道大語言模型的常見應用是AI客服聊天機器人。賣場或電商的客服聊天機器人看多了，這次想跟大家聊聊政府機關的公共場域的客服機器人，在實作上的各種考量，包括使用Prompt（提示工程）和Vision（影像辨識）來打造更強健有彈性的知識宇宙，讓服務更加便民，創造雙贏。'}","{'title': '如何為公共場域的AI客服聊天機器人建構知識宇宙？', 'description': '我們都知道Google有Gemini多模態大語言模型，我們也都知道大語言模型的常見應用是AI客服聊天機器人。賣場或電商的客服聊天機器人看多了，這次想跟大家聊聊政府機關的公共場域的客服機器人，在實作上的各種考量，包括使用Prompt（提示工程）和Vision（影像辨識）來打造更強健有彈性的知識宇宙，讓服務更加便民，創造雙贏。'}",['BAJKK7'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/SkOCiG_tR,,,,https://coscup.org/2024/session/8ME9JC,2024
XWNSSJ,7k9swr,TR409-2,2024-08-04 10:00:00,2024-08-04 10:30:00,Chinese,"{'title': 'Logical Decoding 與 Replication 概念與應用', 'description': '介紹 PostgreSQL Logical Decoding 與 Replication 概念並透過 pgcapture - CDC (Change Data Capture) framework 來展示其應用。'}","{'title': 'Logical Decoding 與 Replication 概念與應用', 'description': '介紹 PostgreSQL Logical Decoding 與 Replication 概念並透過 pgcapture - CDC (Change Data Capture) framework 來展示其應用。'}",['LF8QJU'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/H1AALf_YR,,,,https://coscup.org/2024/session/XWNSSJ,2024
WWJSLQ,7xkods,TR212,2024-08-04 15:30:00,2024-08-04 16:00:00,Chinese,"{'title': 'KubeVirt如何協助企業走向容器化之路', 'description': 'KubeVirt從2019納入CNCF專案，且在2022年達到孵化中(Incubating)的成熟級別。KubeVirt旨在將虛擬化技術與Kubernetes容器化平台相結合，讓使用者可以在Kubernetes集群上運行虛擬機器，並將其視為Kubernetes管理的資源之一。\r\n本主題將介紹KubeVirt專案基本功能與如何藉由KubeVirt加速企業走向容器化與Kubernetes平台。並總結各項營運上需考量的重點。'}","{'title': 'How KubeVirt speeds up your container / kubernetes Journey.', 'description': ""KubeVirt was included in the CNCF projects in 2019, and reached the Incubating level of maturity in 2022. KubeVirt aims to integrate virtualization technology with the Kubernetes container platform, allowing users to run virtual machines on Kubernetes clusters and treat them as one of the resources managed by Kubernetes.\r\n\r\nThis topic will introduce the basic features of the KubeVirt project and how to accelerate enterprise's containerization and Kubernetes platform adoption with KubeVirt. It will also summarize key considerations for operations.""}",['97MANM'],"['zh-tw', 'Middle']",https://hackmd.io/@coscup/SkIXCW_Y0,,,,https://coscup.org/2024/session/WWJSLQ,2024
